acc1,acc5,clips/s,epoch,loss,loss_cls,loss_div,loss_pred,loss_reg,lr,pred_h1,pred_h2,slot_corr,slot_max_corr,summary_abs_mean,summary_cov_offdiag,summary_sig_min,summary_std,summary_std_min,val_class_acc_mean,val_clip_acc1,val_clip_acc5,val_loss,val_video_acc1
5.46875,26.953125,773.0787793928636,0,3.02424150519073,3.0096713956445456,0.021246255200821906,0.010408008623926435,0.17882374743930995,0.010000000000000007,0.009809973460505717,0.011006043729139492,0.11841159197501838,0.26798942941240966,0.8217661301605403,0.2977132115047425,0.6215539348777384,0.7904149661771953,0.6204233337193727,0.05,3.3203125,25.0,3.0019107088446617,0.03879310344827586
6.15234375,31.640625,507.5479301505645,1,2.9914540201425552,2.980825822800398,0.02015251420380082,0.0038750397689000238,0.16575277876108885,0.010000000000000007,0.0035375243478483753,0.0042125552226934815,0.12046046910108998,0.2325120362220332,0.8165765777230263,0.29516280186362565,0.6978498860262334,0.7858973261900246,0.6965573863126338,0.05,5.2734375,34.1796875,3.0126280561089516,0.05172413793103448
7.71484375,34.66796875,506.4027251206566,2,2.9708053693175316,2.960577791556716,0.018218691759102512,0.003136686769721564,0.16589682165067643,0.010000000000000007,0.0027792640667030355,0.0034941094872920075,0.11393423704430461,0.22559485724195838,0.8075252706184983,0.2938710192684084,0.6795733817853034,0.7847402985207736,0.6783187044784427,0.059126984126984125,8.203125,36.71875,2.931548558175564,0.0603448275862069
9.47265625,45.60546875,503.4491342258413,3,2.865304769948125,2.8531119488179684,0.017200642032548785,0.006703304026814294,0.16994318726938218,0.010000000000000007,0.005260535619527218,0.008146072421368444,0.1042226095451042,0.2790824315743521,0.8025518944486976,0.2857261900790036,0.5692065318580717,0.7833226835355163,0.5681824460625648,0.16146214896214897,17.3828125,50.1953125,2.7087239399552345,0.1724137931034483
16.30859375,56.15234375,502.56774400676056,4,2.641742980107665,2.629162765108049,0.015224377209960949,0.007931087944598403,0.1662034197943285,0.010000000000000007,0.00614027301344322,0.009721902879391564,0.09872317296685651,0.2591606634669006,0.7959521147422493,0.2824565574992448,0.602996421046555,0.7827593316324055,0.6019010611344129,0.2106254856254856,17.96875,51.3671875,2.670442122966051,0.22413793103448276
18.45703125,57.51953125,505.9138279636113,5,2.579266536049545,2.5678729070350528,0.014627577249484602,0.005741312887039385,0.1646085757529363,0.010000000000000007,0.0044193336652824655,0.00706329209060641,0.09847170778084546,0.24314883071929216,0.7955440082587302,0.2830138187855482,0.6232436117716134,0.7774025658145547,0.6221056384965777,0.17304362304362303,15.8203125,54.6875,2.59050764515996,0.1939655172413793
23.33984375,65.52734375,507.2845355424408,6,2.3675502566620708,2.355791815556586,0.013205841438320931,0.006889221838719095,0.1609941286733374,0.010000000000000007,0.005280315985146444,0.008498127688653767,0.09361416986212134,0.2491483943304047,0.7875576177611947,0.2810780983418226,0.6415413450449705,0.7771465638652444,0.6403654222376645,0.20195082695082694,18.359375,54.4921875,2.7800980247557163,0.21120689655172414
24.8046875,67.7734375,552.6540071070477,7,2.2908448511734605,2.279590849764645,0.011273186384642031,0.0059471184213180095,0.16109916160348803,0.009929687500000006,0.004571384613882401,0.007322852265133406,0.08763322088634595,0.21962769678793848,0.7869462696835399,0.2822083265054971,0.6504183295182884,0.7752285865135491,0.6492239912040532,0.3198051948051948,24.4140625,64.2578125,2.322145212441683,0.3232758620689655
35.9375,76.26953125,871.8557896212778,8,1.9770270655862987,1.965715654194355,0.010855292312044185,0.0065129635058838176,0.15675647160969675,0.0010000000000000007,0.005002300295018358,0.008023626684007468,0.08503009140258655,0.22505967156030238,0.7836082298308611,0.2810851635877043,0.7073897961527109,0.7760473736561835,0.7060776478610933,0.3292682317682318,27.734375,65.0390625,2.305177493020892,0.34913793103448276
39.16015625,78.22265625,540.379818654183,9,1.8875032337382436,1.875516931526363,0.010657022925443016,0.008044940845138626,0.15501394122838974,0.0009929687500000006,0.006128920067567378,0.009960961648175726,0.08363659272436053,0.22971416055224836,0.7842153669334948,0.27994994912296534,0.7113694292493165,0.7773627028800547,0.710049117449671,0.3564513264513264,26.7578125,66.9921875,2.274483689107001,0.3620689655172414
42.08984375,79.00390625,537.1739288427981,10,1.8069949662312865,1.7945461114868522,0.010508760242373683,0.009093935947021237,0.1538341708946973,9.999999999999983e-05,0.006926749319973169,0.011261122603173135,0.08264230471104383,0.23577724606730044,0.7836766499094665,0.2785294794011861,0.7110572359524667,0.7783926641568542,0.7097375649027526,0.33697025197025193,27.5390625,66.6015625,2.2697583781555295,0.35344827586206895
42.28515625,78.22265625,548.1005049732082,11,1.8131742775440216,1.800821735523641,0.01040431600267766,0.008895815819414565,0.1539309782674536,9.999999999999983e-05,0.006734989487085841,0.011056642157200258,0.08235189155675471,0.23128046304918826,0.7838734891265631,0.27875545411370695,0.7105160872451961,0.7783845602534711,0.7091975254006684,0.371337135087135,29.4921875,67.7734375,2.2478360878303647,0.38362068965517243
